feature_index,feature_name,component,feature_type,importance
1416,cxy_202,202,off_diagonal,1.1542895e-05
1388,cxy_198,198,off_diagonal,1.152683e-05
1567,czz_223,223,diagonal,1.1500642e-05
208,cyz_29,29,off_diagonal,1.1455058e-05
1818,cyz_259,259,off_diagonal,1.1447736e-05
3210,cyy_458,458,diagonal,1.1412411e-05
1746,cxz_249,249,off_diagonal,1.14088025e-05
2431,cxy_347,347,off_diagonal,1.1392121e-05
2865,cxy_409,409,off_diagonal,1.1348109e-05
2447,cyy_349,349,diagonal,1.1342619e-05
3415,czz_487,487,diagonal,1.1322133e-05
3161,cyy_451,451,diagonal,1.1308437e-05
3129,w_447,447,weight,1.1294995e-05
1899,cxy_271,271,off_diagonal,1.1287965e-05
108,cxz_15,15,off_diagonal,1.1258537e-05
2061,cxz_294,294,off_diagonal,1.125712e-05
1991,cxz_284,284,off_diagonal,1.12254365e-05
1858,cxz_265,265,off_diagonal,1.1224439e-05
2595,cyz_370,370,off_diagonal,1.1182471e-05
1971,cyy_281,281,diagonal,1.1157304e-05
3464,czz_494,494,diagonal,1.11449135e-05
1264,cyy_180,180,diagonal,1.1139597e-05
3425,cxy_489,489,off_diagonal,1.1126002e-05
767,cyy_109,109,diagonal,1.1092609e-05
423,cxz_60,60,off_diagonal,1.1091761e-05
1119,czz_159,159,diagonal,1.1087714e-05
1280,czz_182,182,diagonal,1.107754e-05
3313,cxy_473,473,off_diagonal,1.1076524e-05
260,cxx_37,37,diagonal,1.10718565e-05
2837,cxy_405,405,off_diagonal,1.1060452e-05
575,cxx_82,82,diagonal,1.10422825e-05
2651,cyz_378,378,off_diagonal,1.1040299e-05
3002,czz_428,428,diagonal,1.10198525e-05
2123,cxy_303,303,off_diagonal,1.0934072e-05
2232,czz_318,318,diagonal,1.0886124e-05
3128,czz_446,446,diagonal,1.0841915e-05
577,cxz_82,82,off_diagonal,1.0808686e-05
1224,czz_174,174,diagonal,1.0791352e-05
3250,cxy_464,464,off_diagonal,1.0790784e-05
1514,cxy_216,216,off_diagonal,1.0745854e-05
120,cxx_17,17,diagonal,1.0743198e-05
2904,czz_414,414,diagonal,1.0742271e-05
3431,cxx_490,490,diagonal,1.0732027e-05
3030,czz_432,432,diagonal,1.0728882e-05
2872,cxy_410,410,off_diagonal,1.0721422e-05
1087,cxy_155,155,off_diagonal,1.070357e-05
398,czz_56,56,diagonal,1.0680977e-05
1179,cxz_168,168,off_diagonal,1.06757925e-05
920,cxz_131,131,off_diagonal,1.0662523e-05
2442,czz_348,348,diagonal,1.0648666e-05
1189,czz_169,169,diagonal,1.0645235e-05
3195,cxz_456,456,off_diagonal,1.0629554e-05
1702,cxx_243,243,diagonal,1.0593723e-05
2199,cxx_314,314,diagonal,1.058786e-05
2565,cxz_366,366,off_diagonal,1.0569063e-05
3455,cyy_493,493,diagonal,1.0539313e-05
1436,cxx_205,205,diagonal,1.0512043e-05
673,cxx_96,96,diagonal,1.0472793e-05
846,czz_120,120,diagonal,1.0465566e-05
2314,cyy_330,330,diagonal,1.0432567e-05
1467,cyy_209,209,diagonal,1.0424161e-05
3305,cxx_472,472,diagonal,1.0413086e-05
2875,cyz_410,410,off_diagonal,1.03347975e-05
2932,czz_418,418,diagonal,1.0333531e-05
2152,cxz_307,307,off_diagonal,1.0300813e-05
3459,cxx_494,494,diagonal,1.0285597e-05
2140,cyz_305,305,off_diagonal,1.0274995e-05
1511,czz_215,215,diagonal,1.0273866e-05
1838,cyy_262,262,diagonal,1.0254386e-05
2769,cyy_395,395,diagonal,1.0244111e-05
3399,cyy_485,485,diagonal,1.0208148e-05
2945,cyz_420,420,off_diagonal,1.01985715e-05
1549,cxy_221,221,off_diagonal,1.0189683e-05
354,cyy_50,50,diagonal,1.0179241e-05
2080,cxx_297,297,diagonal,1.0176429e-05
1534,cxx_219,219,diagonal,1.01609e-05
2298,cxy_328,328,off_diagonal,1.0153672e-05
2237,cyy_319,319,diagonal,1.0144209e-05
1452,cxz_207,207,off_diagonal,1.0138516e-05
1236,cyy_176,176,diagonal,1.0130464e-05
2824,cxz_403,403,off_diagonal,1.0070694e-05
2050,czz_292,292,diagonal,1.0052428e-05
455,w_65,65,weight,1.0043234e-05
1257,cyy_179,179,diagonal,1.0023382e-05
436,cxy_62,62,off_diagonal,1.0019756e-05
2386,czz_340,340,diagonal,1.0005598e-05
89,cyz_12,12,off_diagonal,9.95844e-06
2471,w_353,353,weight,9.953018e-06
382,cyy_54,54,diagonal,9.9502395e-06
1115,cxy_159,159,off_diagonal,9.935012e-06
2717,cxx_388,388,diagonal,9.913184e-06
2746,cxy_392,392,off_diagonal,9.860719e-06
2489,cyy_355,355,diagonal,9.840124e-06
1616,czz_230,230,diagonal,9.830825e-06
2991,cxy_427,427,off_diagonal,9.789841e-06
655,cyy_93,93,diagonal,9.770493e-06
3046,cxx_435,435,diagonal,9.76764e-06
955,cxz_136,136,off_diagonal,9.755312e-06
3236,cxy_462,462,off_diagonal,9.726813e-06
1998,cxz_285,285,off_diagonal,9.695473e-06
694,cxx_99,99,diagonal,9.688948e-06
111,czz_15,15,diagonal,9.683855e-06
1726,cyy_246,246,diagonal,9.674053e-06
1905,cxx_272,272,diagonal,9.6623535e-06
1315,czz_187,187,diagonal,9.658782e-06
2284,cxy_326,326,off_diagonal,9.653056e-06
367,cxz_52,52,off_diagonal,9.612624e-06
917,w_131,131,weight,9.599284e-06
2117,cxz_302,302,off_diagonal,9.589226e-06
171,cxz_24,24,off_diagonal,9.57761e-06
2317,w_331,331,weight,9.558518e-06
3334,cxy_476,476,off_diagonal,9.537273e-06
1223,cyz_174,174,off_diagonal,9.51573e-06
773,cxz_110,110,off_diagonal,9.512635e-06
1251,cyz_178,178,off_diagonal,9.50366e-06
867,czz_123,123,diagonal,9.490983e-06
1595,czz_227,227,diagonal,9.489249e-06
916,czz_130,130,diagonal,9.478375e-06
3151,cxx_450,450,diagonal,9.463698e-06
2831,cxz_404,404,off_diagonal,9.455744e-06
2271,cxz_324,324,off_diagonal,9.430308e-06
1328,cyz_189,189,off_diagonal,9.4268225e-06
2951,cyy_421,421,diagonal,9.412277e-06
2998,cxy_428,428,off_diagonal,9.395718e-06
1111,cyz_158,158,off_diagonal,9.393174e-06
168,w_24,24,weight,9.388653e-06
216,czz_30,30,diagonal,9.36916e-06
3347,cxx_478,478,diagonal,9.36246e-06
2093,w_299,299,weight,9.352739e-06
233,cxy_33,33,off_diagonal,9.351548e-06
2914,cxy_416,416,off_diagonal,9.338948e-06
1621,cyy_231,231,diagonal,9.333141e-06
2680,czz_382,382,diagonal,9.32537e-06
1791,czz_255,255,diagonal,9.3152985e-06
2168,cyz_309,309,off_diagonal,9.307219e-06
1758,cxx_251,251,diagonal,9.297858e-06
2711,cxy_387,387,off_diagonal,9.274097e-06
1579,cyy_225,225,diagonal,9.271419e-06
504,w_72,72,weight,9.249253e-06
3127,cyz_446,446,off_diagonal,9.193212e-06
703,cxz_100,100,off_diagonal,9.17933e-06
946,cxx_135,135,diagonal,9.157419e-06
3396,cxx_485,485,diagonal,9.114702e-06
3239,cyz_462,462,off_diagonal,9.113417e-06
3174,cxz_453,453,off_diagonal,9.100254e-06
1880,cyy_268,268,diagonal,9.091034e-06
699,czz_99,99,diagonal,9.077493e-06
1163,cxx_166,166,diagonal,9.076292e-06
2025,cxy_289,289,off_diagonal,9.05485e-06
2313,cxz_330,330,off_diagonal,9.046237e-06
2283,cxx_326,326,diagonal,9.0382755e-06
580,czz_82,82,diagonal,9.0340245e-06
859,cyz_122,122,off_diagonal,9.032184e-06
520,cxy_74,74,off_diagonal,9.019202e-06
3078,cyz_439,439,off_diagonal,9.01912e-06
1027,cyz_146,146,off_diagonal,9.010212e-06
2575,czz_367,367,diagonal,9.0062385e-06
2414,czz_344,344,diagonal,8.997905e-06
2146,cyy_306,306,diagonal,8.987964e-06
758,cxy_108,108,off_diagonal,8.983317e-06
824,cyz_117,117,off_diagonal,8.981249e-06
3421,cyz_488,488,off_diagonal,8.9701525e-06
1576,cxx_225,225,diagonal,8.961039e-06
719,cyz_102,102,off_diagonal,8.944776e-06
1406,czz_200,200,diagonal,8.940816e-06
849,cxy_121,121,off_diagonal,8.9373225e-06
2179,cxy_311,311,off_diagonal,8.923427e-06
10,cxz_1,1,off_diagonal,8.9182995e-06
881,czz_125,125,diagonal,8.911377e-06
3274,cyz_467,467,off_diagonal,8.901499e-06
3079,czz_439,439,diagonal,8.883353e-06
2333,cxy_333,333,off_diagonal,8.857792e-06
440,czz_62,62,diagonal,8.832256e-06
2616,cyz_373,373,off_diagonal,8.8170445e-06
3462,cyy_494,494,diagonal,8.815247e-06
3025,cxx_432,432,diagonal,8.781475e-06
2373,w_339,339,weight,8.761736e-06
2217,cyz_316,316,off_diagonal,8.758637e-06
3093,czz_441,441,diagonal,8.717059e-06
1787,cxy_255,255,off_diagonal,8.710613e-06
2760,cxy_394,394,off_diagonal,8.702794e-06
841,cxx_120,120,diagonal,8.667508e-06
2922,cxz_417,417,off_diagonal,8.659887e-06
1766,cxy_252,252,off_diagonal,8.647611e-06
539,w_77,77,weight,8.605647e-06
1492,cxx_213,213,diagonal,8.594581e-06
1760,cxz_251,251,off_diagonal,8.575146e-06
1088,cxz_155,155,off_diagonal,8.573362e-06
500,cxz_71,71,off_diagonal,8.566088e-06
278,cyz_39,39,off_diagonal,8.546953e-06
1480,cxz_211,211,off_diagonal,8.532989e-06
1269,cxy_181,181,off_diagonal,8.522739e-06
2102,cxy_300,300,off_diagonal,8.508158e-06
517,czz_73,73,diagonal,8.490719e-06
2669,cxy_381,381,off_diagonal,8.483651e-06
1604,cxx_229,229,diagonal,8.475856e-06
1648,cxz_235,235,off_diagonal,8.4588055e-06
473,cyy_67,67,diagonal,8.4471185e-06
2754,cxz_393,393,off_diagonal,8.442789e-06
914,cyy_130,130,diagonal,8.441168e-06
2090,cyy_298,298,diagonal,8.417287e-06
3310,czz_472,472,diagonal,8.4170715e-06
1210,czz_172,172,diagonal,8.386835e-06
151,cyy_21,21,diagonal,8.386215e-06
1526,w_218,218,weight,8.3788755e-06
2927,cxx_418,418,diagonal,8.299222e-06
2321,cyy_331,331,diagonal,8.283706e-06
2392,cyz_341,341,off_diagonal,8.271986e-06
1886,cxz_269,269,off_diagonal,8.263925e-06
2725,cxy_389,389,off_diagonal,8.263563e-06
3092,cyz_441,441,off_diagonal,8.23636e-06
3411,cxy_487,487,off_diagonal,8.227181e-06
2236,cxz_319,319,off_diagonal,8.222274e-06
3475,cxz_496,496,off_diagonal,8.184561e-06
2752,cxx_393,393,diagonal,8.1635635e-06
282,cxy_40,40,off_diagonal,8.143504e-06
1248,cxy_178,178,off_diagonal,8.10533e-06
3178,w_454,454,weight,8.082244e-06
3442,cyz_491,491,off_diagonal,8.044325e-06
1435,w_205,205,weight,8.02901e-06
1852,cyy_264,264,diagonal,8.026426e-06
1077,czz_153,153,diagonal,8.017263e-06
2732,cxy_390,390,off_diagonal,8.009459e-06
2435,czz_347,347,diagonal,7.949602e-06
1310,cxx_187,187,diagonal,7.947496e-06
3019,cxy_431,431,off_diagonal,7.942559e-06
1117,cyy_159,159,diagonal,7.919216e-06
3330,cyz_475,475,off_diagonal,7.8881e-06
323,cxx_46,46,diagonal,7.881383e-06
333,cyy_47,47,diagonal,7.864607e-06
1860,cyz_265,265,off_diagonal,7.859765e-06
1885,cxy_269,269,off_diagonal,7.85519e-06
985,cyz_140,140,off_diagonal,7.851362e-06
493,cxz_70,70,off_diagonal,7.845221e-06
3123,cxx_446,446,diagonal,7.842365e-06
124,cyz_17,17,off_diagonal,7.836681e-06
1599,cxz_228,228,off_diagonal,7.819205e-06
1367,cxy_195,195,off_diagonal,7.810916e-06
2092,czz_298,298,diagonal,7.805784e-06
1461,cyz_208,208,off_diagonal,7.785963e-06
1867,cyz_266,266,off_diagonal,7.785011e-06
945,w_135,135,weight,7.751689e-06
1786,cxx_255,255,diagonal,7.742276e-06
3384,cxz_483,483,off_diagonal,7.721561e-06
2944,cyy_420,420,diagonal,7.698596e-06
2125,cyy_303,303,diagonal,7.697474e-06
1471,cxx_210,210,diagonal,7.653583e-06
3489,cxz_498,498,off_diagonal,7.644434e-06
177,cxy_25,25,off_diagonal,7.633579e-06
3304,w_472,472,weight,7.595131e-06
2845,cxz_406,406,off_diagonal,7.5877283e-06
3032,cxx_433,433,diagonal,7.565161e-06
2895,cyy_413,413,diagonal,7.5576913e-06
228,cyy_32,32,diagonal,7.5494822e-06
2241,cxx_320,320,diagonal,7.5393e-06
299,cyz_42,42,off_diagonal,7.530177e-06
572,cyz_81,81,off_diagonal,7.5192147e-06
3485,czz_497,497,diagonal,7.499892e-06
3342,cxz_477,477,off_diagonal,7.4930686e-06
1679,czz_239,239,diagonal,7.4762343e-06
2119,cyz_302,302,off_diagonal,7.472728e-06
2410,cxy_344,344,off_diagonal,7.4673167e-06
144,cyy_20,20,diagonal,7.4663467e-06
1118,cyz_159,159,off_diagonal,7.465606e-06
1724,cxy_246,246,off_diagonal,7.462771e-06
3124,cxy_446,446,off_diagonal,7.4489517e-06
2074,cxy_296,296,off_diagonal,7.4474683e-06
798,w_114,114,weight,7.4441873e-06
2701,czz_385,385,diagonal,7.4235977e-06
2121,w_303,303,weight,7.4209925e-06
2468,cyy_352,352,diagonal,7.400053e-06
970,cyy_138,138,diagonal,7.37534e-06
1186,cxz_169,169,off_diagonal,7.3423685e-06
3392,cyy_484,484,diagonal,7.313274e-06
1493,cxy_213,213,off_diagonal,7.302928e-06
2759,cxx_394,394,diagonal,7.2925122e-06
3498,cyz_499,499,off_diagonal,7.292469e-06
1705,cyy_243,243,diagonal,7.291469e-06
1865,cxz_266,266,off_diagonal,7.2893745e-06
3153,cxz_450,450,off_diagonal,7.273001e-06
2519,czz_359,359,diagonal,7.260134e-06
2767,cxy_395,395,off_diagonal,7.245539e-06
3376,cxy_482,482,off_diagonal,7.223624e-06
192,cxz_27,27,off_diagonal,7.2057555e-06
1131,cyy_161,161,diagonal,7.1889694e-06
937,czz_133,133,diagonal,7.181556e-06
960,cxx_137,137,diagonal,7.1735485e-06
3326,cxx_475,475,diagonal,7.173478e-06
2997,cxx_428,428,diagonal,7.172801e-06
392,w_56,56,weight,7.1439267e-06
1278,cyy_182,182,diagonal,7.135582e-06
1187,cyy_169,169,diagonal,7.135376e-06
2037,w_291,291,weight,7.120645e-06
2765,w_395,395,weight,7.113541e-06
2747,cxz_392,392,off_diagonal,7.0952683e-06
2243,cxz_320,320,off_diagonal,7.0917026e-06
451,cxz_64,64,off_diagonal,7.0659153e-06
1642,cyy_234,234,diagonal,7.0625692e-06
1845,cyy_263,263,diagonal,7.0470755e-06
346,cxz_49,49,off_diagonal,7.037236e-06
1108,cxy_158,158,off_diagonal,7.017009e-06
2472,cxx_353,353,diagonal,7.007711e-06
1859,cyy_265,265,diagonal,7.007025e-06
1244,cyz_177,177,off_diagonal,7.0046385e-06
2448,cyz_349,349,off_diagonal,7.000458e-06
712,cyz_101,101,off_diagonal,6.990163e-06
2794,cxx_399,399,diagonal,6.9752314e-06
681,cxy_97,97,off_diagonal,6.9539688e-06
522,cyy_74,74,diagonal,6.939391e-06
2473,cxy_353,353,off_diagonal,6.905688e-06
1159,cyy_165,165,diagonal,6.8967784e-06
3372,cyz_481,481,off_diagonal,6.893533e-06
426,czz_60,60,diagonal,6.8917184e-06
2198,w_314,314,weight,6.887078e-06
818,czz_116,116,diagonal,6.87417e-06
2662,cxy_380,380,off_diagonal,6.8638196e-06
750,cxx_107,107,diagonal,6.835231e-06
1032,cxz_147,147,off_diagonal,6.811781e-06
650,czz_92,92,diagonal,6.8008594e-06
2798,cyz_399,399,off_diagonal,6.7883157e-06
583,cxy_83,83,off_diagonal,6.7759306e-06
239,cxx_34,34,diagonal,6.6967878e-06
1915,cyy_273,273,diagonal,6.6960724e-06
942,cyy_134,134,diagonal,6.6492644e-06
2994,cyz_427,427,off_diagonal,6.6399407e-06
1735,czz_247,247,diagonal,6.639522e-06
3460,cxy_494,494,off_diagonal,6.636478e-06
2885,cxx_412,412,diagonal,6.561329e-06
1165,cxz_166,166,off_diagonal,6.5364284e-06
2734,cyy_390,390,diagonal,6.5361132e-06
31,cxz_4,4,off_diagonal,6.534492e-06
1692,cyz_241,241,off_diagonal,6.5313548e-06
696,cxz_99,99,off_diagonal,6.521867e-06
2137,cxy_305,305,off_diagonal,6.5150202e-06
2141,czz_305,305,diagonal,6.512483e-06
885,cxz_126,126,off_diagonal,6.5110025e-06
1166,cyy_166,166,diagonal,6.5014906e-06
407,cxx_58,58,diagonal,6.4825344e-06
1824,cyy_260,260,diagonal,6.4634382e-06
1271,cyy_181,181,diagonal,6.461418e-06
987,w_141,141,weight,6.4598407e-06
817,cyz_116,116,off_diagonal,6.4594738e-06
2341,cxz_334,334,off_diagonal,6.4592487e-06
3420,cyy_488,488,diagonal,6.424794e-06
442,cxx_63,63,diagonal,6.4144883e-06
1421,w_203,203,weight,6.4033534e-06
2893,cxy_413,413,off_diagonal,6.3635457e-06
2418,cxz_345,345,off_diagonal,6.3615516e-06
1538,cyz_219,219,off_diagonal,6.358652e-06
3309,cyz_472,472,off_diagonal,6.354108e-06
755,czz_107,107,diagonal,6.3288785e-06
918,cxx_131,131,diagonal,6.322154e-06
215,cyz_30,30,off_diagonal,6.3221473e-06
360,cxz_51,51,off_diagonal,6.316568e-06
3408,czz_486,486,diagonal,6.316566e-06
246,cxx_35,35,diagonal,6.308392e-06
2764,czz_394,394,diagonal,6.2501545e-06
361,cyy_51,51,diagonal,6.247805e-06
1922,cyy_274,274,diagonal,6.2146437e-06
876,cxx_125,125,diagonal,6.2038407e-06
2972,cyy_424,424,diagonal,6.1949804e-06
127,cxx_18,18,diagonal,6.1926503e-06
2096,cxz_299,299,off_diagonal,6.1919136e-06
118,czz_16,16,diagonal,6.191703e-06
592,cyy_84,84,diagonal,6.1690375e-06
173,cyz_24,24,off_diagonal,6.1604865e-06
2374,cxx_339,339,diagonal,6.1426717e-06
413,w_59,59,weight,6.137963e-06
2784,cyz_397,397,off_diagonal,6.135989e-06
1687,w_241,241,weight,6.1359406e-06
2215,cxz_316,316,off_diagonal,6.133124e-06
1457,cxx_208,208,diagonal,6.1300234e-06
80,cxz_11,11,off_diagonal,6.1253895e-06
568,cxx_81,81,diagonal,6.122905e-06
2720,cyy_388,388,diagonal,6.0617162e-06
2423,cxx_346,346,diagonal,6.0533744e-06
1035,czz_147,147,diagonal,6.0528714e-06
3373,czz_481,481,diagonal,6.040684e-06
3024,w_432,432,weight,6.035595e-06
1069,cyz_152,152,off_diagonal,6.027802e-06
3243,cxy_463,463,off_diagonal,6.020819e-06
496,czz_70,70,diagonal,6.0041666e-06
3148,cyz_449,449,off_diagonal,5.993683e-06
2878,cxx_411,411,diagonal,5.9858294e-06
2147,cyz_306,306,off_diagonal,5.9781614e-06
241,cxz_34,34,off_diagonal,5.971827e-06
1442,w_206,206,weight,5.970352e-06
2369,cxz_338,338,off_diagonal,5.925261e-06
1853,cyz_264,264,off_diagonal,5.920649e-06
1475,cyz_210,210,off_diagonal,5.917947e-06
708,cxx_101,101,diagonal,5.9040963e-06
2564,cxy_366,366,off_diagonal,5.878242e-06
2848,czz_406,406,diagonal,5.8776395e-06
460,cyz_65,65,off_diagonal,5.858891e-06
3296,czz_470,470,diagonal,5.828744e-06
210,w_30,30,weight,5.8154073e-06
2913,cxx_416,416,diagonal,5.8027e-06
927,cxz_132,132,off_diagonal,5.795016e-06
3240,czz_462,462,diagonal,5.7505163e-06
2636,cyy_376,376,diagonal,5.747858e-06
1220,cxy_174,174,off_diagonal,5.7436378e-06
3227,w_461,461,weight,5.7426205e-06
2167,cyy_309,309,diagonal,5.720843e-06
1060,cxz_151,151,off_diagonal,5.7094076e-06
1933,cxx_276,276,diagonal,5.6964823e-06
1030,cxx_147,147,diagonal,5.6942176e-06
1229,cyy_175,175,diagonal,5.693351e-06
2491,czz_355,355,diagonal,5.658537e-06
122,cxz_17,17,off_diagonal,5.651427e-06
1984,cxz_283,283,off_diagonal,5.645474e-06
1325,cxy_189,189,off_diagonal,5.637164e-06
2721,cyz_388,388,off_diagonal,5.633333e-06
2816,cxy_402,402,off_diagonal,5.6251015e-06
1123,cxz_160,160,off_diagonal,5.6159456e-06
135,cxy_19,19,off_diagonal,5.6083654e-06
598,cxz_85,85,off_diagonal,5.5921396e-06
2672,cyz_381,381,off_diagonal,5.5914884e-06
2965,cyy_423,423,diagonal,5.5883406e-06
2094,cxx_299,299,diagonal,5.587494e-06
1297,cxy_185,185,off_diagonal,5.5872e-06
3010,w_430,430,weight,5.5826576e-06
20,czz_2,2,diagonal,5.573962e-06
988,cxx_141,141,diagonal,5.5738756e-06
2088,cxy_298,298,off_diagonal,5.5508594e-06
2741,cyy_391,391,diagonal,5.5507094e-06
2696,cxx_385,385,diagonal,5.5465493e-06
1312,cxz_187,187,off_diagonal,5.5460905e-06
1598,cxy_228,228,off_diagonal,5.5323785e-06
2547,czz_363,363,diagonal,5.5283876e-06
3340,cxx_477,477,diagonal,5.49438e-06
2091,cyz_298,298,off_diagonal,5.488988e-06
1350,czz_192,192,diagonal,5.4615457e-06
3361,cxx_480,480,diagonal,5.452897e-06
1969,cxy_281,281,off_diagonal,5.451813e-06
1914,cxz_273,273,off_diagonal,5.4456264e-06
1966,czz_280,280,diagonal,5.444611e-06
822,cxz_117,117,off_diagonal,5.411093e-06
768,cyz_109,109,off_diagonal,5.4045736e-06
2263,cxy_323,323,off_diagonal,5.394895e-06
1589,w_227,227,weight,5.392656e-06
1009,cxx_144,144,diagonal,5.386159e-06
1921,cxz_274,274,off_diagonal,5.3720664e-06
951,czz_135,135,diagonal,5.361247e-06
908,cyz_129,129,off_diagonal,5.358667e-06
2501,cxy_357,357,off_diagonal,5.356371e-06
2647,cxx_378,378,diagonal,5.350051e-06
1608,cyz_229,229,off_diagonal,5.348932e-06
3312,cxx_473,473,diagonal,5.3326303e-06
2736,czz_390,390,diagonal,5.308863e-06
1532,czz_218,218,diagonal,5.2854666e-06
2836,cxx_405,405,diagonal,5.28167e-06
2014,cyz_287,287,off_diagonal,5.255804e-06
2552,cyy_364,364,diagonal,5.25376e-06
2758,w_394,394,weight,5.251711e-06
2886,cxy_412,412,off_diagonal,5.22869e-06
2221,cxy_317,317,off_diagonal,5.203917e-06
501,cyy_71,71,diagonal,5.198006e-06
2800,w_400,400,weight,5.18204e-06
502,cyz_71,71,off_diagonal,5.178888e-06
1479,cxy_211,211,off_diagonal,5.1671204e-06
2099,czz_299,299,diagonal,5.161384e-06
3297,w_471,471,weight,5.1575425e-06
2305,cxy_329,329,off_diagonal,5.149939e-06
1780,cxy_254,254,off_diagonal,5.149437e-06
3076,cxz_439,439,off_diagonal,5.129071e-06
2478,w_354,354,weight,5.110817e-06
783,czz_111,111,diagonal,5.1015354e-06
653,cxy_93,93,off_diagonal,5.0712883e-06
456,cxx_65,65,diagonal,5.0657586e-06
1332,cxy_190,190,off_diagonal,5.0586455e-06
1850,cxy_264,264,off_diagonal,5.0552976e-06
2379,czz_339,339,diagonal,5.029959e-06
1314,cyz_187,187,off_diagonal,4.9980545e-06
267,cxx_38,38,diagonal,4.9969776e-06
3314,cxz_473,473,off_diagonal,4.9776054e-06
636,czz_90,90,diagonal,4.9538885e-06
3004,cxx_429,429,diagonal,4.953824e-06
764,cxx_109,109,diagonal,4.9532414e-06
614,cyz_87,87,off_diagonal,4.9500313e-06
2940,w_420,420,weight,4.946571e-06
2637,cyz_376,376,off_diagonal,4.9424857e-06
842,cxy_120,120,off_diagonal,4.9274495e-06
1061,cyy_151,151,diagonal,4.925913e-06
362,cyz_51,51,off_diagonal,4.911824e-06
1660,cxx_237,237,diagonal,4.900069e-06
3285,cxy_469,469,off_diagonal,4.894436e-06
2549,cxx_364,364,diagonal,4.881413e-06
264,cyz_37,37,off_diagonal,4.8809e-06
656,cyz_93,93,off_diagonal,4.8705397e-06
2070,cyz_295,295,off_diagonal,4.8674756e-06
3069,cxz_438,438,off_diagonal,4.860492e-06
1226,cxx_175,175,diagonal,4.8447487e-06
1000,czz_142,142,diagonal,4.834971e-06
2053,cxy_293,293,off_diagonal,4.8164347e-06
1408,cxx_201,201,diagonal,4.810792e-06
1765,cxx_252,252,diagonal,4.8084544e-06
2259,cyz_322,322,off_diagonal,4.804863e-06
2024,cxx_289,289,diagonal,4.803777e-06
3233,czz_461,461,diagonal,4.800214e-06
1344,w_192,192,weight,4.7908193e-06
2242,cxy_320,320,off_diagonal,4.775737e-06
3379,cyz_482,482,off_diagonal,4.772679e-06
1482,cyz_211,211,off_diagonal,4.7697567e-06
3417,cxx_488,488,diagonal,4.76893e-06
1920,cxy_274,274,off_diagonal,4.7657954e-06
291,cyy_41,41,diagonal,4.7409594e-06
3114,czz_444,444,diagonal,4.72211e-06
1379,w_197,197,weight,4.7040066e-06
1495,cyy_213,213,diagonal,4.671607e-06
2286,cyy_326,326,diagonal,4.6548917e-06
925,cxx_132,132,diagonal,4.6464083e-06
566,czz_80,80,diagonal,4.645092e-06
3441,cyy_491,491,diagonal,4.643178e-06
2016,w_288,288,weight,4.6394434e-06
2197,czz_313,313,diagonal,4.6347373e-06
2873,cxz_410,410,off_diagonal,4.6140085e-06
498,cxx_71,71,diagonal,4.6095097e-06
1446,cyy_206,206,diagonal,4.602802e-06
121,cxy_17,17,off_diagonal,4.600784e-06
2064,czz_294,294,diagonal,4.6000755e-06
3049,cyy_435,435,diagonal,4.586278e-06
2851,cxy_407,407,off_diagonal,4.575513e-06
2509,cxz_358,358,off_diagonal,4.5732736e-06
1237,cyz_176,176,off_diagonal,4.5633114e-06
175,w_25,25,weight,4.562343e-06
845,cyz_120,120,off_diagonal,4.5597467e-06
838,cyz_119,119,off_diagonal,4.559589e-06
662,cyy_94,94,diagonal,4.5423567e-06
2165,cxy_309,309,off_diagonal,4.5377515e-06
449,cxx_64,64,diagonal,4.5289644e-06
1935,cxz_276,276,off_diagonal,4.514113e-06
1378,czz_196,196,diagonal,4.5000397e-06
343,w_49,49,weight,4.49593e-06
2201,cxz_314,314,off_diagonal,4.4948965e-06
1615,cyz_230,230,off_diagonal,4.457755e-06
1944,cyz_277,277,off_diagonal,4.453727e-06
2572,cxz_367,367,off_diagonal,4.450422e-06
2573,cyy_367,367,diagonal,4.449617e-06
1270,cxz_181,181,off_diagonal,4.4387293e-06
148,cxx_21,21,diagonal,4.4311037e-06
2116,cxy_302,302,off_diagonal,4.4246362e-06
1109,cxz_158,158,off_diagonal,4.382737e-06
2013,cyy_287,287,diagonal,4.3588893e-06
2381,cxx_340,340,diagonal,4.352868e-06
2686,cyz_383,383,off_diagonal,4.3508776e-06
2291,cxy_327,327,off_diagonal,4.346779e-06
2133,cyz_304,304,off_diagonal,4.3312766e-06
3042,cyy_434,434,diagonal,4.327863e-06
2295,czz_327,327,diagonal,4.3202544e-06
1975,cxx_282,282,diagonal,4.3083223e-06
2586,cxz_369,369,off_diagonal,4.303093e-06
1703,cxy_243,243,off_diagonal,4.3024556e-06
3402,w_486,486,weight,4.296547e-06
40,cyz_5,5,off_diagonal,4.2804027e-06
2990,cxx_427,427,diagonal,4.26807e-06
3014,cyy_430,430,diagonal,4.2627607e-06
1565,cyy_223,223,diagonal,4.260634e-06
2703,cxx_386,386,diagonal,4.2518313e-06
901,cyz_128,128,off_diagonal,4.2497777e-06
234,cxz_33,33,off_diagonal,4.2469183e-06
697,cyy_99,99,diagonal,4.2237207e-06
1036,w_148,148,weight,4.2100096e-06
1632,cxx_233,233,diagonal,4.19409e-06
1211,w_173,173,weight,4.18769e-06
969,cxz_138,138,off_diagonal,4.185306e-06
1940,cxx_277,277,diagonal,4.178313e-06
