feature_index,feature_name,component,feature_type,coefficient,abs_coefficient,nonzero
2704,cxy_386,386,off_diagonal,0.0,0.0,False
2703,cxx_386,386,diagonal,-0.0,0.0,False
2702,w_386,386,weight,0.0,0.0,False
2679,cyz_382,382,off_diagonal,-0.0,0.0,False
2680,czz_382,382,diagonal,0.0,0.0,False
2681,w_383,383,weight,0.0,0.0,False
2683,cxy_383,383,off_diagonal,-0.0,0.0,False
2684,cxz_383,383,off_diagonal,-0.0,0.0,False
2685,cyy_383,383,diagonal,0.0,0.0,False
2686,cyz_383,383,off_diagonal,0.0,0.0,False
2687,czz_383,383,diagonal,-0.0,0.0,False
2688,w_384,384,weight,-0.0,0.0,False
2689,cxx_384,384,diagonal,0.0,0.0,False
2690,cxy_384,384,off_diagonal,-0.0,0.0,False
2691,cxz_384,384,off_diagonal,-0.0,0.0,False
2693,cyz_384,384,off_diagonal,-0.0,0.0,False
2694,czz_384,384,diagonal,0.0,0.0,False
2696,cxx_385,385,diagonal,-0.0,0.0,False
2698,cxz_385,385,off_diagonal,0.0,0.0,False
2699,cyy_385,385,diagonal,-0.0,0.0,False
2700,cyz_385,385,off_diagonal,0.0,0.0,False
2701,czz_385,385,diagonal,-0.0,0.0,False
2732,cxy_390,390,off_diagonal,0.0,0.0,False
2734,cyy_390,390,diagonal,-0.0,0.0,False
3024,w_432,432,weight,0.0,0.0,False
2778,czz_396,396,diagonal,-0.0,0.0,False
2769,cyy_395,395,diagonal,0.0,0.0,False
2770,cyz_395,395,off_diagonal,-0.0,0.0,False
2771,czz_395,395,diagonal,-0.0,0.0,False
2772,w_396,396,weight,-0.0,0.0,False
2773,cxx_396,396,diagonal,-0.0,0.0,False
2774,cxy_396,396,off_diagonal,0.0,0.0,False
2775,cxz_396,396,off_diagonal,-0.0,0.0,False
2776,cyy_396,396,diagonal,0.0,0.0,False
2777,cyz_396,396,off_diagonal,-0.0,0.0,False
2779,w_397,397,weight,-0.0,0.0,False
2736,czz_390,390,diagonal,0.0,0.0,False
2780,cxx_397,397,diagonal,0.0,0.0,False
2781,cxy_397,397,off_diagonal,0.0,0.0,False
2782,cxz_397,397,off_diagonal,0.0,0.0,False
2783,cyy_397,397,diagonal,0.0,0.0,False
2784,cyz_397,397,off_diagonal,-0.0,0.0,False
2785,czz_397,397,diagonal,-0.0,0.0,False
2786,w_398,398,weight,-0.0,0.0,False
2787,cxx_398,398,diagonal,0.0,0.0,False
2788,cxy_398,398,off_diagonal,0.0,0.0,False
2768,cxz_395,395,off_diagonal,-0.0,0.0,False
2767,cxy_395,395,off_diagonal,0.0,0.0,False
2766,cxx_395,395,diagonal,-0.0,0.0,False
2765,w_395,395,weight,0.0,0.0,False
2739,cxy_391,391,off_diagonal,0.0,0.0,False
2740,cxz_391,391,off_diagonal,0.0,0.0,False
1984,cxz_283,283,off_diagonal,0.0,0.0,False
2742,cyz_391,391,off_diagonal,0.0,0.0,False
2743,czz_391,391,diagonal,0.0,0.0,False
2746,cxy_392,392,off_diagonal,0.0,0.0,False
2747,cxz_392,392,off_diagonal,-0.0,0.0,False
2749,cyz_392,392,off_diagonal,0.0,0.0,False
2750,czz_392,392,diagonal,-0.0,0.0,False
2752,cxx_393,393,diagonal,0.0,0.0,False
2754,cxz_393,393,off_diagonal,0.0,0.0,False
2755,cyy_393,393,diagonal,0.0,0.0,False
2756,cyz_393,393,off_diagonal,0.0,0.0,False
2758,w_394,394,weight,-0.0,0.0,False
2759,cxx_394,394,diagonal,0.0,0.0,False
2760,cxy_394,394,off_diagonal,0.0,0.0,False
2761,cxz_394,394,off_diagonal,0.0,0.0,False
2762,cyy_394,394,diagonal,-0.0,0.0,False
2764,czz_394,394,diagonal,-0.0,0.0,False
2678,cyy_382,382,diagonal,0.0,0.0,False
2677,cxz_382,382,off_diagonal,0.0,0.0,False
2674,w_382,382,weight,0.0,0.0,False
2598,cxx_371,371,diagonal,-0.0,0.0,False
2587,cyy_369,369,diagonal,-0.0,0.0,False
2588,cyz_369,369,off_diagonal,-0.0,0.0,False
2590,w_370,370,weight,-0.0,0.0,False
2591,cxx_370,370,diagonal,-0.0,0.0,False
2592,cxy_370,370,off_diagonal,-0.0,0.0,False
2594,cyy_370,370,diagonal,-0.0,0.0,False
2595,cyz_370,370,off_diagonal,0.0,0.0,False
2596,czz_370,370,diagonal,-0.0,0.0,False
2597,w_371,371,weight,-0.0,0.0,False
2599,cxy_371,371,off_diagonal,0.0,0.0,False
2673,czz_381,381,diagonal,-0.0,0.0,False
2601,cyy_371,371,diagonal,0.0,0.0,False
2603,czz_371,371,diagonal,-0.0,0.0,False
2604,w_372,372,weight,-0.0,0.0,False
2605,cxx_372,372,diagonal,-0.0,0.0,False
2606,cxy_372,372,off_diagonal,-0.0,0.0,False
2607,cxz_372,372,off_diagonal,0.0,0.0,False
2608,cyy_372,372,diagonal,-0.0,0.0,False
2609,cyz_372,372,off_diagonal,0.0,0.0,False
2610,czz_372,372,diagonal,0.0,0.0,False
2586,cxz_369,369,off_diagonal,-0.0,0.0,False
2585,cxy_369,369,off_diagonal,-0.0,0.0,False
2584,cxx_369,369,diagonal,0.0,0.0,False
2582,czz_368,368,diagonal,-0.0,0.0,False
2557,cxy_365,365,off_diagonal,0.0,0.0,False
2558,cxz_365,365,off_diagonal,-0.0,0.0,False
2559,cyy_365,365,diagonal,-0.0,0.0,False
2561,czz_365,365,diagonal,-0.0,0.0,False
2562,w_366,366,weight,0.0,0.0,False
2563,cxx_366,366,diagonal,0.0,0.0,False
2564,cxy_366,366,off_diagonal,0.0,0.0,False
2566,cyy_366,366,diagonal,0.0,0.0,False
2567,cyz_366,366,off_diagonal,-0.0,0.0,False
2568,czz_366,366,diagonal,0.0,0.0,False
2569,w_367,367,weight,-0.0,0.0,False
2570,cxx_367,367,diagonal,-0.0,0.0,False
2571,cxy_367,367,off_diagonal,-0.0,0.0,False
2572,cxz_367,367,off_diagonal,-0.0,0.0,False
2574,cyz_367,367,off_diagonal,0.0,0.0,False
2575,czz_367,367,diagonal,-0.0,0.0,False
2576,w_368,368,weight,-0.0,0.0,False
2577,cxx_368,368,diagonal,0.0,0.0,False
2580,cyy_368,368,diagonal,-0.0,0.0,False
2611,w_373,373,weight,-0.0,0.0,False
2612,cxx_373,373,diagonal,-0.0,0.0,False
2613,cxy_373,373,off_diagonal,-0.0,0.0,False
2650,cyy_378,378,diagonal,0.0,0.0,False
2652,czz_378,378,diagonal,0.0,0.0,False
2654,cxx_379,379,diagonal,0.0,0.0,False
2655,cxy_379,379,off_diagonal,0.0,0.0,False
2656,cxz_379,379,off_diagonal,-0.0,0.0,False
2657,cyy_379,379,diagonal,-0.0,0.0,False
2658,cyz_379,379,off_diagonal,-0.0,0.0,False
2659,czz_379,379,diagonal,0.0,0.0,False
2660,w_380,380,weight,0.0,0.0,False
2661,cxx_380,380,diagonal,0.0,0.0,False
2662,cxy_380,380,off_diagonal,0.0,0.0,False
2663,cxz_380,380,off_diagonal,-0.0,0.0,False
2664,cyy_380,380,diagonal,0.0,0.0,False
2665,cyz_380,380,off_diagonal,-0.0,0.0,False
2666,czz_380,380,diagonal,0.0,0.0,False
2667,w_381,381,weight,-0.0,0.0,False
2668,cxx_381,381,diagonal,-0.0,0.0,False
2669,cxy_381,381,off_diagonal,-0.0,0.0,False
2670,cxz_381,381,off_diagonal,0.0,0.0,False
2671,cyy_381,381,diagonal,-0.0,0.0,False
2651,cyz_378,378,off_diagonal,0.0,0.0,False
2649,cxz_378,378,off_diagonal,0.0,0.0,False
2614,cxz_373,373,off_diagonal,0.0,0.0,False
2647,cxx_378,378,diagonal,0.0,0.0,False
2615,cyy_373,373,diagonal,-0.0,0.0,False
2616,cyz_373,373,off_diagonal,0.0,0.0,False
2617,czz_373,373,diagonal,-0.0,0.0,False
2618,w_374,374,weight,-0.0,0.0,False
2619,cxx_374,374,diagonal,0.0,0.0,False
2622,cyy_374,374,diagonal,-0.0,0.0,False
2626,cxx_375,375,diagonal,-0.0,0.0,False
2629,cyy_375,375,diagonal,0.0,0.0,False
2632,w_376,376,weight,0.0,0.0,False
2634,cxy_376,376,off_diagonal,-0.0,0.0,False
2635,cxz_376,376,off_diagonal,-0.0,0.0,False
2637,cyz_376,376,off_diagonal,0.0,0.0,False
2638,czz_376,376,diagonal,-0.0,0.0,False
2640,cxx_377,377,diagonal,-0.0,0.0,False
2641,cxy_377,377,off_diagonal,0.0,0.0,False
2642,cxz_377,377,off_diagonal,0.0,0.0,False
2643,cyy_377,377,diagonal,-0.0,0.0,False
2644,cyz_377,377,off_diagonal,-0.0,0.0,False
2645,czz_377,377,diagonal,-0.0,0.0,False
2790,cyy_398,398,diagonal,-0.0,0.0,False
2792,czz_398,398,diagonal,0.0,0.0,False
2793,w_399,399,weight,-0.0,0.0,False
2951,cyy_421,421,diagonal,0.0,0.0,False
2940,w_420,420,weight,-0.0,0.0,False
2941,cxx_420,420,diagonal,0.0,0.0,False
2942,cxy_420,420,off_diagonal,-0.0,0.0,False
2944,cyy_420,420,diagonal,-0.0,0.0,False
2945,cyz_420,420,off_diagonal,0.0,0.0,False
2946,czz_420,420,diagonal,-0.0,0.0,False
2947,w_421,421,weight,0.0,0.0,False
2949,cxy_421,421,off_diagonal,0.0,0.0,False
2950,cxz_421,421,off_diagonal,-0.0,0.0,False
2952,cyz_421,421,off_diagonal,-0.0,0.0,False
2907,cxy_415,415,off_diagonal,-0.0,0.0,False
2953,czz_421,421,diagonal,-0.0,0.0,False
2954,w_422,422,weight,0.0,0.0,False
2955,cxx_422,422,diagonal,-0.0,0.0,False
2956,cxy_422,422,off_diagonal,-0.0,0.0,False
2957,cxz_422,422,off_diagonal,0.0,0.0,False
2958,cyy_422,422,diagonal,0.0,0.0,False
2959,cyz_422,422,off_diagonal,-0.0,0.0,False
2960,czz_422,422,diagonal,0.0,0.0,False
2961,w_423,423,weight,-0.0,0.0,False
2939,czz_419,419,diagonal,0.0,0.0,False
2938,cyz_419,419,off_diagonal,0.0,0.0,False
2937,cyy_419,419,diagonal,-0.0,0.0,False
2936,cxz_419,419,off_diagonal,0.0,0.0,False
2910,cyz_415,415,off_diagonal,-0.0,0.0,False
2911,czz_415,415,diagonal,0.0,0.0,False
2912,w_416,416,weight,0.0,0.0,False
2913,cxx_416,416,diagonal,0.0,0.0,False
2914,cxy_416,416,off_diagonal,-0.0,0.0,False
2917,cyz_416,416,off_diagonal,-0.0,0.0,False
2918,czz_416,416,diagonal,-0.0,0.0,False
2920,cxx_417,417,diagonal,0.0,0.0,False
2921,cxy_417,417,off_diagonal,0.0,0.0,False
2922,cxz_417,417,off_diagonal,-0.0,0.0,False
2924,cyz_417,417,off_diagonal,0.0,0.0,False
2925,czz_417,417,diagonal,-0.0,0.0,False
2927,cxx_418,418,diagonal,0.0,0.0,False
2928,cxy_418,418,off_diagonal,0.0,0.0,False
2929,cxz_418,418,off_diagonal,-0.0,0.0,False
2930,cyy_418,418,diagonal,0.0,0.0,False
2931,cyz_418,418,off_diagonal,-0.0,0.0,False
2933,w_419,419,weight,-0.0,0.0,False
2935,cxy_419,419,off_diagonal,-0.0,0.0,False
2963,cxy_423,423,off_diagonal,0.0,0.0,False
2964,cxz_423,423,off_diagonal,0.0,0.0,False
2965,cyy_423,423,diagonal,-0.0,0.0,False
2994,cyz_427,427,off_diagonal,-0.0,0.0,False
2996,w_428,428,weight,0.0,0.0,False
2997,cxx_428,428,diagonal,0.0,0.0,False
2998,cxy_428,428,off_diagonal,-0.0,0.0,False
2999,cxz_428,428,off_diagonal,-0.0,0.0,False
3000,cyy_428,428,diagonal,0.0,0.0,False
3001,cyz_428,428,off_diagonal,0.0,0.0,False
3003,w_429,429,weight,-0.0,0.0,False
3004,cxx_429,429,diagonal,-0.0,0.0,False
3005,cxy_429,429,off_diagonal,-0.0,0.0,False
3007,cyy_429,429,diagonal,-0.0,0.0,False
3008,cyz_429,429,off_diagonal,-0.0,0.0,False
3010,w_430,430,weight,0.0,0.0,False
3012,cxy_430,430,off_diagonal,0.0,0.0,False
3014,cyy_430,430,diagonal,0.0,0.0,False
3015,cyz_430,430,off_diagonal,0.0,0.0,False
3018,cxx_431,431,diagonal,0.0,0.0,False
3019,cxy_431,431,off_diagonal,-0.0,0.0,False
3020,cxz_431,431,off_diagonal,0.0,0.0,False
3021,cyy_431,431,diagonal,0.0,0.0,False
2995,czz_427,427,diagonal,-0.0,0.0,False
2992,cxz_427,427,off_diagonal,-0.0,0.0,False
2967,czz_423,423,diagonal,0.0,0.0,False
2991,cxy_427,427,off_diagonal,-0.0,0.0,False
2969,cxx_424,424,diagonal,0.0,0.0,False
2970,cxy_424,424,off_diagonal,0.0,0.0,False
2971,cxz_424,424,off_diagonal,-0.0,0.0,False
2972,cyy_424,424,diagonal,0.0,0.0,False
2973,cyz_424,424,off_diagonal,-0.0,0.0,False
2974,czz_424,424,diagonal,0.0,0.0,False
2975,w_425,425,weight,-0.0,0.0,False
2976,cxx_425,425,diagonal,-0.0,0.0,False
2977,cxy_425,425,off_diagonal,-0.0,0.0,False
2979,cyy_425,425,diagonal,0.0,0.0,False
2980,cyz_425,425,off_diagonal,-0.0,0.0,False
2981,czz_425,425,diagonal,-0.0,0.0,False
2983,cxx_426,426,diagonal,0.0,0.0,False
2984,cxy_426,426,off_diagonal,0.0,0.0,False
2985,cxz_426,426,off_diagonal,0.0,0.0,False
2986,cyy_426,426,diagonal,0.0,0.0,False
2987,cyz_426,426,off_diagonal,0.0,0.0,False
2988,czz_426,426,diagonal,0.0,0.0,False
2990,cxx_427,427,diagonal,0.0,0.0,False
2908,cxz_415,415,off_diagonal,0.0,0.0,False
2905,w_415,415,weight,0.0,0.0,False
2794,cxx_399,399,diagonal,0.0,0.0,False
2831,cxz_404,404,off_diagonal,-0.0,0.0,False
2820,czz_402,402,diagonal,-0.0,0.0,False
2821,w_403,403,weight,-0.0,0.0,False
2822,cxx_403,403,diagonal,0.0,0.0,False
2823,cxy_403,403,off_diagonal,-0.0,0.0,False
2824,cxz_403,403,off_diagonal,0.0,0.0,False
2825,cyy_403,403,diagonal,0.0,0.0,False
2826,cyz_403,403,off_diagonal,-0.0,0.0,False
2828,w_404,404,weight,-0.0,0.0,False
2830,cxy_404,404,off_diagonal,-0.0,0.0,False
2832,cyy_404,404,diagonal,-0.0,0.0,False
2904,czz_414,414,diagonal,0.0,0.0,False
2834,czz_404,404,diagonal,0.0,0.0,False
2835,w_405,405,weight,-0.0,0.0,False
2836,cxx_405,405,diagonal,0.0,0.0,False
2839,cyy_405,405,diagonal,-0.0,0.0,False
2840,cyz_405,405,off_diagonal,0.0,0.0,False
2841,czz_405,405,diagonal,0.0,0.0,False
2844,cxy_406,406,off_diagonal,0.0,0.0,False
2845,cxz_406,406,off_diagonal,-0.0,0.0,False
2846,cyy_406,406,diagonal,0.0,0.0,False
2819,cyz_402,402,off_diagonal,0.0,0.0,False
2818,cyy_402,402,diagonal,-0.0,0.0,False
2817,cxz_402,402,off_diagonal,0.0,0.0,False
2816,cxy_402,402,off_diagonal,0.0,0.0,False
2795,cxy_399,399,off_diagonal,-0.0,0.0,False
2796,cxz_399,399,off_diagonal,0.0,0.0,False
2797,cyy_399,399,diagonal,0.0,0.0,False
2798,cyz_399,399,off_diagonal,0.0,0.0,False
2799,czz_399,399,diagonal,0.0,0.0,False
2800,w_400,400,weight,-0.0,0.0,False
2801,cxx_400,400,diagonal,0.0,0.0,False
2802,cxy_400,400,off_diagonal,0.0,0.0,False
2803,cxz_400,400,off_diagonal,-0.0,0.0,False
2804,cyy_400,400,diagonal,-0.0,0.0,False
2805,cyz_400,400,off_diagonal,-0.0,0.0,False
2806,czz_400,400,diagonal,0.0,0.0,False
2807,w_401,401,weight,-0.0,0.0,False
2809,cxy_401,401,off_diagonal,-0.0,0.0,False
2810,cxz_401,401,off_diagonal,-0.0,0.0,False
2811,cyy_401,401,diagonal,0.0,0.0,False
2812,cyz_401,401,off_diagonal,0.0,0.0,False
2813,czz_401,401,diagonal,-0.0,0.0,False
2814,w_402,402,weight,0.0,0.0,False
2847,cyz_406,406,off_diagonal,-0.0,0.0,False
2848,czz_406,406,diagonal,0.0,0.0,False
2850,cxx_407,407,diagonal,0.0,0.0,False
2881,cyy_411,411,diagonal,-0.0,0.0,False
2883,czz_411,411,diagonal,-0.0,0.0,False
2884,w_412,412,weight,0.0,0.0,False
2885,cxx_412,412,diagonal,-0.0,0.0,False
2886,cxy_412,412,off_diagonal,-0.0,0.0,False
2887,cxz_412,412,off_diagonal,0.0,0.0,False
2888,cyy_412,412,diagonal,-0.0,0.0,False
2889,cyz_412,412,off_diagonal,-0.0,0.0,False
2891,w_413,413,weight,0.0,0.0,False
2892,cxx_413,413,diagonal,-0.0,0.0,False
2893,cxy_413,413,off_diagonal,-0.0,0.0,False
2894,cxz_413,413,off_diagonal,0.0,0.0,False
2895,cyy_413,413,diagonal,0.0,0.0,False
2896,cyz_413,413,off_diagonal,0.0,0.0,False
2897,czz_413,413,diagonal,-0.0,0.0,False
2898,w_414,414,weight,0.0,0.0,False
2900,cxy_414,414,off_diagonal,-0.0,0.0,False
2901,cxz_414,414,off_diagonal,0.0,0.0,False
2902,cyy_414,414,diagonal,-0.0,0.0,False
2903,cyz_414,414,off_diagonal,0.0,0.0,False
2882,cyz_411,411,off_diagonal,0.0,0.0,False
2880,cxz_411,411,off_diagonal,-0.0,0.0,False
2851,cxy_407,407,off_diagonal,0.0,0.0,False
2879,cxy_411,411,off_diagonal,0.0,0.0,False
2852,cxz_407,407,off_diagonal,-0.0,0.0,False
2855,czz_407,407,diagonal,0.0,0.0,False
2856,w_408,408,weight,-0.0,0.0,False
2858,cxy_408,408,off_diagonal,0.0,0.0,False
2859,cxz_408,408,off_diagonal,-0.0,0.0,False
2860,cyy_408,408,diagonal,-0.0,0.0,False
2861,cyz_408,408,off_diagonal,0.0,0.0,False
2863,w_409,409,weight,-0.0,0.0,False
2864,cxx_409,409,diagonal,0.0,0.0,False
2866,cxz_409,409,off_diagonal,-0.0,0.0,False
2868,cyz_409,409,off_diagonal,-0.0,0.0,False
2869,czz_409,409,diagonal,0.0,0.0,False
2870,w_410,410,weight,0.0,0.0,False
2871,cxx_410,410,diagonal,0.0,0.0,False
2872,cxy_410,410,off_diagonal,0.0,0.0,False
2873,cxz_410,410,off_diagonal,-0.0,0.0,False
2874,cyy_410,410,diagonal,0.0,0.0,False
2875,cyz_410,410,off_diagonal,-0.0,0.0,False
2877,w_411,411,weight,0.0,0.0,False
1985,cyy_283,283,diagonal,-0.0,0.0,False
1750,w_250,250,weight,0.0,0.0,False
1983,cxy_283,283,off_diagonal,-0.0,0.0,False
661,cxz_94,94,off_diagonal,0.0,0.0,False
646,cxy_92,92,off_diagonal,0.0,0.0,False
649,cyz_92,92,off_diagonal,0.0,0.0,False
650,czz_92,92,diagonal,0.0,0.0,False
652,cxx_93,93,diagonal,-0.0,0.0,False
654,cxz_93,93,off_diagonal,0.0,0.0,False
655,cyy_93,93,diagonal,0.0,0.0,False
656,cyz_93,93,off_diagonal,-0.0,0.0,False
658,w_94,94,weight,-0.0,0.0,False
659,cxx_94,94,diagonal,0.0,0.0,False
662,cyy_94,94,diagonal,0.0,0.0,False
643,czz_91,91,diagonal,-0.0,0.0,False
663,cyz_94,94,off_diagonal,-0.0,0.0,False
664,czz_94,94,diagonal,0.0,0.0,False
666,cxx_95,95,diagonal,0.0,0.0,False
667,cxy_95,95,off_diagonal,0.0,0.0,False
668,cxz_95,95,off_diagonal,0.0,0.0,False
669,cyy_95,95,diagonal,0.0,0.0,False
670,cyz_95,95,off_diagonal,0.0,0.0,False
671,czz_95,95,diagonal,-0.0,0.0,False
673,cxx_96,96,diagonal,0.0,0.0,False
645,cxx_92,92,diagonal,-0.0,0.0,False
641,cyy_91,91,diagonal,-0.0,0.0,False
608,czz_86,86,diagonal,-0.0,0.0,False
625,cxy_89,89,off_diagonal,0.0,0.0,False
610,cxx_87,87,diagonal,0.0,0.0,False
612,cxz_87,87,off_diagonal,-0.0,0.0,False
613,cyy_87,87,diagonal,0.0,0.0,False
616,w_88,88,weight,-0.0,0.0,False
617,cxx_88,88,diagonal,-0.0,0.0,False
618,cxy_88,88,off_diagonal,-0.0,0.0,False
620,cyy_88,88,diagonal,-0.0,0.0,False
622,czz_88,88,diagonal,-0.0,0.0,False
624,cxx_89,89,diagonal,-0.0,0.0,False
626,cxz_89,89,off_diagonal,0.0,0.0,False
640,cxz_91,91,off_diagonal,0.0,0.0,False
628,cyz_89,89,off_diagonal,-0.0,0.0,False
629,czz_89,89,diagonal,-0.0,0.0,False
630,w_90,90,weight,-0.0,0.0,False
631,cxx_90,90,diagonal,0.0,0.0,False
632,cxy_90,90,off_diagonal,-0.0,0.0,False
633,cxz_90,90,off_diagonal,-0.0,0.0,False
635,cyz_90,90,off_diagonal,0.0,0.0,False
636,czz_90,90,diagonal,-0.0,0.0,False
637,w_91,91,weight,0.0,0.0,False
674,cxy_96,96,off_diagonal,0.0,0.0,False
675,cxz_96,96,off_diagonal,-0.0,0.0,False
676,cyy_96,96,diagonal,-0.0,0.0,False
718,cyy_102,102,diagonal,0.0,0.0,False
707,w_101,101,weight,-0.0,0.0,False
708,cxx_101,101,diagonal,-0.0,0.0,False
709,cxy_101,101,off_diagonal,0.0,0.0,False
710,cxz_101,101,off_diagonal,-0.0,0.0,False
711,cyy_101,101,diagonal,0.0,0.0,False
712,cyz_101,101,off_diagonal,0.0,0.0,False
713,czz_101,101,diagonal,0.0,0.0,False
715,cxx_102,102,diagonal,-0.0,0.0,False
716,cxy_102,102,off_diagonal,0.0,0.0,False
719,cyz_102,102,off_diagonal,-0.0,0.0,False
677,cyz_96,96,off_diagonal,-0.0,0.0,False
720,czz_102,102,diagonal,-0.0,0.0,False
721,w_103,103,weight,-0.0,0.0,False
722,cxx_103,103,diagonal,0.0,0.0,False
723,cxy_103,103,off_diagonal,-0.0,0.0,False
724,cxz_103,103,off_diagonal,-0.0,0.0,False
725,cyy_103,103,diagonal,-0.0,0.0,False
726,cyz_103,103,off_diagonal,-0.0,0.0,False
727,czz_103,103,diagonal,-0.0,0.0,False
728,w_104,104,weight,-0.0,0.0,False
706,czz_100,100,diagonal,-0.0,0.0,False
705,cyz_100,100,off_diagonal,-0.0,0.0,False
704,cyy_100,100,diagonal,0.0,0.0,False
703,cxz_100,100,off_diagonal,-0.0,0.0,False
679,w_97,97,weight,0.0,0.0,False
681,cxy_97,97,off_diagonal,-0.0,0.0,False
682,cxz_97,97,off_diagonal,0.0,0.0,False
683,cyy_97,97,diagonal,0.0,0.0,False
685,czz_97,97,diagonal,0.0,0.0,False
687,cxx_98,98,diagonal,0.0,0.0,False
688,cxy_98,98,off_diagonal,0.0,0.0,False
689,cxz_98,98,off_diagonal,-0.0,0.0,False
690,cyy_98,98,diagonal,0.0,0.0,False
691,cyz_98,98,off_diagonal,-0.0,0.0,False
692,czz_98,98,diagonal,0.0,0.0,False
694,cxx_99,99,diagonal,0.0,0.0,False
695,cxy_99,99,off_diagonal,0.0,0.0,False
696,cxz_99,99,off_diagonal,0.0,0.0,False
697,cyy_99,99,diagonal,-0.0,0.0,False
698,cyz_99,99,off_diagonal,-0.0,0.0,False
699,czz_99,99,diagonal,-0.0,0.0,False
701,cxx_100,100,diagonal,0.0,0.0,False
702,cxy_100,100,off_diagonal,0.0,0.0,False
609,w_87,87,weight,-0.0,0.0,False
607,cyz_86,86,off_diagonal,0.0,0.0,False
731,cxz_104,104,off_diagonal,0.0,0.0,False
536,cyy_76,76,diagonal,-0.0,0.0,False
523,cyz_74,74,off_diagonal,0.0,0.0,False
524,czz_74,74,diagonal,0.0,0.0,False
526,cxx_75,75,diagonal,0.0,0.0,False
527,cxy_75,75,off_diagonal,0.0,0.0,False
528,cxz_75,75,off_diagonal,-0.0,0.0,False
530,cyz_75,75,off_diagonal,-0.0,0.0,False
531,czz_75,75,diagonal,0.0,0.0,False
532,w_76,76,weight,-0.0,0.0,False
533,cxx_76,76,diagonal,-0.0,0.0,False
537,cyz_76,76,off_diagonal,-0.0,0.0,False
520,cxy_74,74,off_diagonal,-0.0,0.0,False
538,czz_76,76,diagonal,-0.0,0.0,False
539,w_77,77,weight,-0.0,0.0,False
540,cxx_77,77,diagonal,-0.0,0.0,False
541,cxy_77,77,off_diagonal,-0.0,0.0,False
542,cxz_77,77,off_diagonal,0.0,0.0,False
543,cyy_77,77,diagonal,-0.0,0.0,False
544,cyz_77,77,off_diagonal,-0.0,0.0,False
545,czz_77,77,diagonal,0.0,0.0,False
549,cxz_78,78,off_diagonal,-0.0,0.0,False
521,cxz_74,74,off_diagonal,-0.0,0.0,False
519,cxx_74,74,diagonal,0.0,0.0,False
606,cyy_86,86,diagonal,0.0,0.0,False
505,cxx_72,72,diagonal,0.0,0.0,False
493,cxz_70,70,off_diagonal,-0.0,0.0,False
494,cyy_70,70,diagonal,-0.0,0.0,False
496,czz_70,70,diagonal,0.0,0.0,False
499,cxy_71,71,off_diagonal,-0.0,0.0,False
500,cxz_71,71,off_diagonal,0.0,0.0,False
501,cyy_71,71,diagonal,-0.0,0.0,False
502,cyz_71,71,off_diagonal,-0.0,0.0,False
503,czz_71,71,diagonal,0.0,0.0,False
504,w_72,72,weight,-0.0,0.0,False
506,cxy_72,72,off_diagonal,-0.0,0.0,False
518,w_74,74,weight,-0.0,0.0,False
507,cxz_72,72,off_diagonal,-0.0,0.0,False
508,cyy_72,72,diagonal,-0.0,0.0,False
509,cyz_72,72,off_diagonal,-0.0,0.0,False
510,czz_72,72,diagonal,-0.0,0.0,False
511,w_73,73,weight,0.0,0.0,False
513,cxy_73,73,off_diagonal,0.0,0.0,False
514,cxz_73,73,off_diagonal,0.0,0.0,False
516,cyz_73,73,off_diagonal,0.0,0.0,False
517,czz_73,73,diagonal,-0.0,0.0,False
550,cyy_78,78,diagonal,0.0,0.0,False
551,cyz_78,78,off_diagonal,0.0,0.0,False
552,czz_78,78,diagonal,0.0,0.0,False
591,cxz_84,84,off_diagonal,0.0,0.0,False
579,cyz_82,82,off_diagonal,0.0,0.0,False
580,czz_82,82,diagonal,0.0,0.0,False
582,cxx_83,83,diagonal,-0.0,0.0,False
583,cxy_83,83,off_diagonal,0.0,0.0,False
584,cxz_83,83,off_diagonal,0.0,0.0,False
585,cyy_83,83,diagonal,-0.0,0.0,False
588,w_84,84,weight,-0.0,0.0,False
589,cxx_84,84,diagonal,0.0,0.0,False
590,cxy_84,84,off_diagonal,0.0,0.0,False
592,cyy_84,84,diagonal,-0.0,0.0,False
553,w_79,79,weight,0.0,0.0,False
593,cyz_84,84,off_diagonal,0.0,0.0,False
594,czz_84,84,diagonal,-0.0,0.0,False
595,w_85,85,weight,-0.0,0.0,False
596,cxx_85,85,diagonal,-0.0,0.0,False
597,cxy_85,85,off_diagonal,-0.0,0.0,False
600,cyz_85,85,off_diagonal,0.0,0.0,False
601,czz_85,85,diagonal,0.0,0.0,False
602,w_86,86,weight,-0.0,0.0,False
604,cxy_86,86,off_diagonal,0.0,0.0,False
578,cyy_82,82,diagonal,-0.0,0.0,False
577,cxz_82,82,off_diagonal,0.0,0.0,False
576,cxy_82,82,off_diagonal,0.0,0.0,False
574,w_82,82,weight,-0.0,0.0,False
554,cxx_79,79,diagonal,-0.0,0.0,False
555,cxy_79,79,off_diagonal,-0.0,0.0,False
556,cxz_79,79,off_diagonal,-0.0,0.0,False
557,cyy_79,79,diagonal,-0.0,0.0,False
558,cyz_79,79,off_diagonal,0.0,0.0,False
559,czz_79,79,diagonal,-0.0,0.0,False
560,w_80,80,weight,-0.0,0.0,False
562,cxy_80,80,off_diagonal,0.0,0.0,False
563,cxz_80,80,off_diagonal,-0.0,0.0,False
