feature_index,feature_name,component,feature_type,coefficient,abs_coefficient,nonzero
2342,cyy_334,334,diagonal,-0.0,0.0,False
2345,w_335,335,weight,-0.0,0.0,False
2347,cxy_335,335,off_diagonal,-0.0,0.0,False
2349,cyy_335,335,diagonal,-0.0,0.0,False
2376,cxz_339,339,off_diagonal,-0.0,0.0,False
2377,cyy_339,339,diagonal,0.0,0.0,False
2378,cyz_339,339,off_diagonal,0.0,0.0,False
2379,czz_339,339,diagonal,-0.0,0.0,False
2381,cxx_340,340,diagonal,0.0,0.0,False
2382,cxy_340,340,off_diagonal,-0.0,0.0,False
2383,cxz_340,340,off_diagonal,0.0,0.0,False
2384,cyy_340,340,diagonal,0.0,0.0,False
2385,cyz_340,340,off_diagonal,-0.0,0.0,False
2386,czz_340,340,diagonal,0.0,0.0,False
2387,w_341,341,weight,0.0,0.0,False
2388,cxx_341,341,diagonal,0.0,0.0,False
2389,cxy_341,341,off_diagonal,0.0,0.0,False
2390,cxz_341,341,off_diagonal,0.0,0.0,False
2391,cyy_341,341,diagonal,0.0,0.0,False
2392,cyz_341,341,off_diagonal,0.0,0.0,False
2393,czz_341,341,diagonal,0.0,0.0,False
2375,cxy_339,339,off_diagonal,0.0,0.0,False
2373,w_339,339,weight,-0.0,0.0,False
2372,czz_338,338,diagonal,0.0,0.0,False
2358,czz_336,336,diagonal,0.0,0.0,False
2350,cyz_335,335,off_diagonal,-0.0,0.0,False
2352,w_336,336,weight,0.0,0.0,False
2353,cxx_336,336,diagonal,0.0,0.0,False
2354,cxy_336,336,off_diagonal,-0.0,0.0,False
2355,cxz_336,336,off_diagonal,0.0,0.0,False
2356,cyy_336,336,diagonal,-0.0,0.0,False
2357,cyz_336,336,off_diagonal,0.0,0.0,False
2361,cxy_337,337,off_diagonal,-0.0,0.0,False
2370,cyy_338,338,diagonal,-0.0,0.0,False
2362,cxz_337,337,off_diagonal,-0.0,0.0,False
2363,cyy_337,337,diagonal,0.0,0.0,False
2365,czz_337,337,diagonal,0.0,0.0,False
2366,w_338,338,weight,-0.0,0.0,False
2367,cxx_338,338,diagonal,0.0,0.0,False
2368,cxy_338,338,off_diagonal,-0.0,0.0,False
2369,cxz_338,338,off_diagonal,0.0,0.0,False
2296,w_328,328,weight,-0.0,0.0,False
2294,cyz_327,327,off_diagonal,-0.0,0.0,False
2188,cyy_312,312,diagonal,-0.0,0.0,False
2210,cyz_315,315,off_diagonal,0.0,0.0,False
2212,w_316,316,weight,-0.0,0.0,False
2213,cxx_316,316,diagonal,0.0,0.0,False
2215,cxz_316,316,off_diagonal,0.0,0.0,False
2217,cyz_316,316,off_diagonal,0.0,0.0,False
2218,czz_316,316,diagonal,0.0,0.0,False
2219,w_317,317,weight,-0.0,0.0,False
2220,cxx_317,317,diagonal,0.0,0.0,False
2221,cxy_317,317,off_diagonal,-0.0,0.0,False
2222,cxz_317,317,off_diagonal,0.0,0.0,False
2223,cyy_317,317,diagonal,-0.0,0.0,False
2224,cyz_317,317,off_diagonal,0.0,0.0,False
2225,czz_317,317,diagonal,-0.0,0.0,False
2226,w_318,318,weight,-0.0,0.0,False
2227,cxx_318,318,diagonal,-0.0,0.0,False
2228,cxy_318,318,off_diagonal,0.0,0.0,False
2229,cxz_318,318,off_diagonal,0.0,0.0,False
2232,czz_318,318,diagonal,-0.0,0.0,False
2211,czz_315,315,diagonal,-0.0,0.0,False
2209,cyy_315,315,diagonal,0.0,0.0,False
2293,cyy_327,327,diagonal,-0.0,0.0,False
2206,cxx_315,315,diagonal,0.0,0.0,False
2189,cyz_312,312,off_diagonal,0.0,0.0,False
2190,czz_312,312,diagonal,0.0,0.0,False
2191,w_313,313,weight,-0.0,0.0,False
2192,cxx_313,313,diagonal,0.0,0.0,False
2193,cxy_313,313,off_diagonal,-0.0,0.0,False
2194,cxz_313,313,off_diagonal,-0.0,0.0,False
2195,cyy_313,313,diagonal,0.0,0.0,False
2196,cyz_313,313,off_diagonal,-0.0,0.0,False
2197,czz_313,313,diagonal,-0.0,0.0,False
2198,w_314,314,weight,-0.0,0.0,False
2199,cxx_314,314,diagonal,-0.0,0.0,False
2200,cxy_314,314,off_diagonal,-0.0,0.0,False
2201,cxz_314,314,off_diagonal,-0.0,0.0,False
2202,cyy_314,314,diagonal,0.0,0.0,False
2203,cyz_314,314,off_diagonal,-0.0,0.0,False
2204,czz_314,314,diagonal,-0.0,0.0,False
2205,w_315,315,weight,0.0,0.0,False
2233,w_319,319,weight,-0.0,0.0,False
2235,cxy_319,319,off_diagonal,-0.0,0.0,False
2236,cxz_319,319,off_diagonal,-0.0,0.0,False
2237,cyy_319,319,diagonal,0.0,0.0,False
2266,cyz_323,323,off_diagonal,0.0,0.0,False
2268,w_324,324,weight,-0.0,0.0,False
2270,cxy_324,324,off_diagonal,0.0,0.0,False
2271,cxz_324,324,off_diagonal,0.0,0.0,False
2272,cyy_324,324,diagonal,-0.0,0.0,False
2273,cyz_324,324,off_diagonal,-0.0,0.0,False
2274,czz_324,324,diagonal,0.0,0.0,False
2278,cxz_325,325,off_diagonal,0.0,0.0,False
2279,cyy_325,325,diagonal,-0.0,0.0,False
2280,cyz_325,325,off_diagonal,0.0,0.0,False
2281,czz_325,325,diagonal,-0.0,0.0,False
2282,w_326,326,weight,-0.0,0.0,False
2284,cxy_326,326,off_diagonal,-0.0,0.0,False
2285,cxz_326,326,off_diagonal,-0.0,0.0,False
2287,cyz_326,326,off_diagonal,0.0,0.0,False
2288,czz_326,326,diagonal,0.0,0.0,False
2292,cxz_327,327,off_diagonal,-0.0,0.0,False
2265,cyy_323,323,diagonal,-0.0,0.0,False
2264,cxz_323,323,off_diagonal,-0.0,0.0,False
2263,cxy_323,323,off_diagonal,-0.0,0.0,False
2245,cyz_320,320,off_diagonal,0.0,0.0,False
2238,cyz_319,319,off_diagonal,0.0,0.0,False
2239,czz_319,319,diagonal,-0.0,0.0,False
2240,w_320,320,weight,-0.0,0.0,False
2241,cxx_320,320,diagonal,0.0,0.0,False
2242,cxy_320,320,off_diagonal,-0.0,0.0,False
2243,cxz_320,320,off_diagonal,-0.0,0.0,False
2244,cyy_320,320,diagonal,-0.0,0.0,False
2246,czz_320,320,diagonal,0.0,0.0,False
2262,cxx_323,323,diagonal,0.0,0.0,False
2250,cxz_321,321,off_diagonal,-0.0,0.0,False
2251,cyy_321,321,diagonal,-0.0,0.0,False
2252,cyz_321,321,off_diagonal,0.0,0.0,False
2255,cxx_322,322,diagonal,0.0,0.0,False
2258,cyy_322,322,diagonal,0.0,0.0,False
2259,cyz_322,322,off_diagonal,0.0,0.0,False
2261,w_323,323,weight,-0.0,0.0,False
2552,cyy_364,364,diagonal,0.0,0.0,False
2741,cyy_391,391,diagonal,0.0,0.0,False
2553,cyz_364,364,off_diagonal,-0.0,0.0,False
3182,cyy_454,454,diagonal,0.0,0.0,False
3171,w_453,453,weight,-0.0,0.0,False
3172,cxx_453,453,diagonal,-0.0,0.0,False
3173,cxy_453,453,off_diagonal,-0.0,0.0,False
3174,cxz_453,453,off_diagonal,-0.0,0.0,False
3175,cyy_453,453,diagonal,-0.0,0.0,False
3176,cyz_453,453,off_diagonal,0.0,0.0,False
3178,w_454,454,weight,0.0,0.0,False
3180,cxy_454,454,off_diagonal,0.0,0.0,False
3181,cxz_454,454,off_diagonal,0.0,0.0,False
3183,cyz_454,454,off_diagonal,-0.0,0.0,False
3196,cyy_456,456,diagonal,0.0,0.0,False
3184,czz_454,454,diagonal,-0.0,0.0,False
3185,w_455,455,weight,0.0,0.0,False
3186,cxx_455,455,diagonal,-0.0,0.0,False
3187,cxy_455,455,off_diagonal,-0.0,0.0,False
3188,cxz_455,455,off_diagonal,-0.0,0.0,False
3190,cyz_455,455,off_diagonal,-0.0,0.0,False
3191,czz_455,455,diagonal,0.0,0.0,False
3193,cxx_456,456,diagonal,-0.0,0.0,False
3194,cxy_456,456,off_diagonal,-0.0,0.0,False
3170,czz_452,452,diagonal,-0.0,0.0,False
3169,cyz_452,452,off_diagonal,-0.0,0.0,False
3168,cyy_452,452,diagonal,0.0,0.0,False
3167,cxz_452,452,off_diagonal,0.0,0.0,False
3145,cxy_449,449,off_diagonal,0.0,0.0,False
3146,cxz_449,449,off_diagonal,-0.0,0.0,False
3147,cyy_449,449,diagonal,-0.0,0.0,False
3148,cyz_449,449,off_diagonal,-0.0,0.0,False
3149,czz_449,449,diagonal,-0.0,0.0,False
3150,w_450,450,weight,-0.0,0.0,False
3153,cxz_450,450,off_diagonal,0.0,0.0,False
3154,cyy_450,450,diagonal,0.0,0.0,False
3155,cyz_450,450,off_diagonal,-0.0,0.0,False
3156,czz_450,450,diagonal,0.0,0.0,False
3158,cxx_451,451,diagonal,-0.0,0.0,False
3159,cxy_451,451,off_diagonal,0.0,0.0,False
3160,cxz_451,451,off_diagonal,0.0,0.0,False
3161,cyy_451,451,diagonal,0.0,0.0,False
3162,cyz_451,451,off_diagonal,-0.0,0.0,False
3163,czz_451,451,diagonal,-0.0,0.0,False
3164,w_452,452,weight,-0.0,0.0,False
3165,cxx_452,452,diagonal,-0.0,0.0,False
3166,cxy_452,452,off_diagonal,-0.0,0.0,False
3195,cxz_456,456,off_diagonal,0.0,0.0,False
3197,cyz_456,456,off_diagonal,-0.0,0.0,False
3026,cxy_432,432,off_diagonal,0.0,0.0,False
3238,cyy_462,462,diagonal,0.0,0.0,False
3224,cyy_460,460,diagonal,0.0,0.0,False
3225,cyz_460,460,off_diagonal,-0.0,0.0,False
3227,w_461,461,weight,0.0,0.0,False
3229,cxy_461,461,off_diagonal,0.0,0.0,False
3231,cyy_461,461,diagonal,0.0,0.0,False
3232,cyz_461,461,off_diagonal,-0.0,0.0,False
3233,czz_461,461,diagonal,0.0,0.0,False
3236,cxy_462,462,off_diagonal,0.0,0.0,False
3237,cxz_462,462,off_diagonal,-0.0,0.0,False
3239,cyz_462,462,off_diagonal,0.0,0.0,False
3198,czz_456,456,diagonal,-0.0,0.0,False
3241,w_463,463,weight,-0.0,0.0,False
3242,cxx_463,463,diagonal,-0.0,0.0,False
3243,cxy_463,463,off_diagonal,0.0,0.0,False
3244,cxz_463,463,off_diagonal,0.0,0.0,False
3245,cyy_463,463,diagonal,0.0,0.0,False
3246,cyz_463,463,off_diagonal,0.0,0.0,False
3251,cxz_464,464,off_diagonal,-0.0,0.0,False
3253,cyz_464,464,off_diagonal,-0.0,0.0,False
3255,w_465,465,weight,-0.0,0.0,False
3223,cxz_460,460,off_diagonal,0.0,0.0,False
3221,cxx_460,460,diagonal,0.0,0.0,False
3220,w_460,460,weight,-0.0,0.0,False
3219,czz_459,459,diagonal,-0.0,0.0,False
3199,w_457,457,weight,-0.0,0.0,False
3200,cxx_457,457,diagonal,-0.0,0.0,False
3201,cxy_457,457,off_diagonal,-0.0,0.0,False
3202,cxz_457,457,off_diagonal,0.0,0.0,False
3203,cyy_457,457,diagonal,0.0,0.0,False
3204,cyz_457,457,off_diagonal,-0.0,0.0,False
3205,czz_457,457,diagonal,-0.0,0.0,False
3206,w_458,458,weight,-0.0,0.0,False
3207,cxx_458,458,diagonal,0.0,0.0,False
3208,cxy_458,458,off_diagonal,0.0,0.0,False
3209,cxz_458,458,off_diagonal,0.0,0.0,False
3210,cyy_458,458,diagonal,-0.0,0.0,False
3211,cyz_458,458,off_diagonal,0.0,0.0,False
3213,w_459,459,weight,-0.0,0.0,False
3214,cxx_459,459,diagonal,-0.0,0.0,False
3215,cxy_459,459,off_diagonal,0.0,0.0,False
3216,cxz_459,459,off_diagonal,-0.0,0.0,False
3217,cyy_459,459,diagonal,-0.0,0.0,False
3218,cyz_459,459,off_diagonal,0.0,0.0,False
3143,w_449,449,weight,-0.0,0.0,False
3140,cyy_448,448,diagonal,-0.0,0.0,False
3139,cxz_448,448,off_diagonal,-0.0,0.0,False
3069,cxz_438,438,off_diagonal,-0.0,0.0,False
3058,czz_436,436,diagonal,0.0,0.0,False
3059,w_437,437,weight,-0.0,0.0,False
3060,cxx_437,437,diagonal,0.0,0.0,False
3061,cxy_437,437,off_diagonal,0.0,0.0,False
3062,cxz_437,437,off_diagonal,0.0,0.0,False
3063,cyy_437,437,diagonal,-0.0,0.0,False
3064,cyz_437,437,off_diagonal,0.0,0.0,False
3065,czz_437,437,diagonal,-0.0,0.0,False
3066,w_438,438,weight,-0.0,0.0,False
3070,cyy_438,438,diagonal,-0.0,0.0,False
3138,cxy_448,448,off_diagonal,-0.0,0.0,False
3071,cyz_438,438,off_diagonal,-0.0,0.0,False
3072,czz_438,438,diagonal,0.0,0.0,False
3073,w_439,439,weight,-0.0,0.0,False
3074,cxx_439,439,diagonal,0.0,0.0,False
3075,cxy_439,439,off_diagonal,-0.0,0.0,False
3076,cxz_439,439,off_diagonal,-0.0,0.0,False
3077,cyy_439,439,diagonal,-0.0,0.0,False
3078,cyz_439,439,off_diagonal,0.0,0.0,False
3079,czz_439,439,diagonal,-0.0,0.0,False
3057,cyz_436,436,off_diagonal,-0.0,0.0,False
3054,cxy_436,436,off_diagonal,0.0,0.0,False
3053,cxx_436,436,diagonal,0.0,0.0,False
3052,w_436,436,weight,-0.0,0.0,False
3030,czz_432,432,diagonal,0.0,0.0,False
3031,w_433,433,weight,-0.0,0.0,False
3032,cxx_433,433,diagonal,0.0,0.0,False
3033,cxy_433,433,off_diagonal,0.0,0.0,False
3036,cyz_433,433,off_diagonal,0.0,0.0,False
3037,czz_433,433,diagonal,0.0,0.0,False
3038,w_434,434,weight,-0.0,0.0,False
3039,cxx_434,434,diagonal,0.0,0.0,False
3040,cxy_434,434,off_diagonal,0.0,0.0,False
3041,cxz_434,434,off_diagonal,-0.0,0.0,False
3042,cyy_434,434,diagonal,-0.0,0.0,False
3043,cyz_434,434,off_diagonal,-0.0,0.0,False
3044,czz_434,434,diagonal,-0.0,0.0,False
3046,cxx_435,435,diagonal,-0.0,0.0,False
3047,cxy_435,435,off_diagonal,0.0,0.0,False
3048,cxz_435,435,off_diagonal,0.0,0.0,False
3049,cyy_435,435,diagonal,-0.0,0.0,False
3050,cyz_435,435,off_diagonal,-0.0,0.0,False
3051,czz_435,435,diagonal,0.0,0.0,False
3081,cxx_440,440,diagonal,-0.0,0.0,False
3082,cxy_440,440,off_diagonal,0.0,0.0,False
3083,cxz_440,440,off_diagonal,0.0,0.0,False
3110,cxy_444,444,off_diagonal,0.0,0.0,False
3112,cyy_444,444,diagonal,-0.0,0.0,False
3113,cyz_444,444,off_diagonal,-0.0,0.0,False
3115,w_445,445,weight,-0.0,0.0,False
3116,cxx_445,445,diagonal,-0.0,0.0,False
3120,cyz_445,445,off_diagonal,0.0,0.0,False
3122,w_446,446,weight,-0.0,0.0,False
3123,cxx_446,446,diagonal,0.0,0.0,False
3124,cxy_446,446,off_diagonal,0.0,0.0,False
3125,cxz_446,446,off_diagonal,0.0,0.0,False
3126,cyy_446,446,diagonal,0.0,0.0,False
3127,cyz_446,446,off_diagonal,0.0,0.0,False
3128,czz_446,446,diagonal,0.0,0.0,False
3129,w_447,447,weight,-0.0,0.0,False
3131,cxy_447,447,off_diagonal,0.0,0.0,False
3132,cxz_447,447,off_diagonal,-0.0,0.0,False
3133,cyy_447,447,diagonal,0.0,0.0,False
3134,cyz_447,447,off_diagonal,-0.0,0.0,False
3135,czz_447,447,diagonal,0.0,0.0,False
3136,w_448,448,weight,-0.0,0.0,False
3111,cxz_444,444,off_diagonal,-0.0,0.0,False
3109,cxx_444,444,diagonal,0.0,0.0,False
3084,cyy_440,440,diagonal,0.0,0.0,False
3108,w_444,444,weight,-0.0,0.0,False
3085,cyz_440,440,off_diagonal,-0.0,0.0,False
3086,czz_440,440,diagonal,-0.0,0.0,False
3087,w_441,441,weight,0.0,0.0,False
3088,cxx_441,441,diagonal,0.0,0.0,False
3089,cxy_441,441,off_diagonal,-0.0,0.0,False
3090,cxz_441,441,off_diagonal,-0.0,0.0,False
3091,cyy_441,441,diagonal,-0.0,0.0,False
3092,cyz_441,441,off_diagonal,-0.0,0.0,False
3093,czz_441,441,diagonal,0.0,0.0,False
3094,w_442,442,weight,-0.0,0.0,False
3096,cxy_442,442,off_diagonal,0.0,0.0,False
3097,cxz_442,442,off_diagonal,0.0,0.0,False
3098,cyy_442,442,diagonal,-0.0,0.0,False
3100,czz_442,442,diagonal,-0.0,0.0,False
3101,w_443,443,weight,-0.0,0.0,False
3102,cxx_443,443,diagonal,-0.0,0.0,False
3103,cxy_443,443,off_diagonal,-0.0,0.0,False
3105,cyy_443,443,diagonal,0.0,0.0,False
3106,cyz_443,443,off_diagonal,-0.0,0.0,False
3256,cxx_465,465,diagonal,-0.0,0.0,False
3257,cxy_465,465,off_diagonal,0.0,0.0,False
3259,cyy_465,465,diagonal,0.0,0.0,False
3423,w_489,489,weight,0.0,0.0,False
3412,cxz_487,487,off_diagonal,0.0,0.0,False
3414,cyz_487,487,off_diagonal,0.0,0.0,False
3416,w_488,488,weight,-0.0,0.0,False
3417,cxx_488,488,diagonal,0.0,0.0,False
3418,cxy_488,488,off_diagonal,-0.0,0.0,False
3419,cxz_488,488,off_diagonal,0.0,0.0,False
3420,cyy_488,488,diagonal,-0.0,0.0,False
3421,cyz_488,488,off_diagonal,0.0,0.0,False
3422,czz_488,488,diagonal,0.0,0.0,False
3426,cxz_489,489,off_diagonal,-0.0,0.0,False
3382,cxx_483,483,diagonal,-0.0,0.0,False
3427,cyy_489,489,diagonal,-0.0,0.0,False
3429,czz_489,489,diagonal,-0.0,0.0,False
3430,w_490,490,weight,0.0,0.0,False
3431,cxx_490,490,diagonal,-0.0,0.0,False
3432,cxy_490,490,off_diagonal,-0.0,0.0,False
3433,cxz_490,490,off_diagonal,0.0,0.0,False
3434,cyy_490,490,diagonal,-0.0,0.0,False
3435,cyz_490,490,off_diagonal,0.0,0.0,False
3437,w_491,491,weight,-0.0,0.0,False
3411,cxy_487,487,off_diagonal,-0.0,0.0,False
3410,cxx_487,487,diagonal,0.0,0.0,False
3409,w_487,487,weight,-0.0,0.0,False
3407,cyz_486,486,off_diagonal,-0.0,0.0,False
3385,cyy_483,483,diagonal,-0.0,0.0,False
3386,cyz_483,483,off_diagonal,0.0,0.0,False
3387,czz_483,483,diagonal,0.0,0.0,False
3388,w_484,484,weight,0.0,0.0,False
3390,cxy_484,484,off_diagonal,0.0,0.0,False
3391,cxz_484,484,off_diagonal,-0.0,0.0,False
3392,cyy_484,484,diagonal,0.0,0.0,False
3393,cyz_484,484,off_diagonal,-0.0,0.0,False
3394,czz_484,484,diagonal,0.0,0.0,False
3395,w_485,485,weight,-0.0,0.0,False
3397,cxy_485,485,off_diagonal,-0.0,0.0,False
3398,cxz_485,485,off_diagonal,0.0,0.0,False
3399,cyy_485,485,diagonal,0.0,0.0,False
3400,cyz_485,485,off_diagonal,-0.0,0.0,False
3401,czz_485,485,diagonal,0.0,0.0,False
3402,w_486,486,weight,-0.0,0.0,False
3403,cxx_486,486,diagonal,0.0,0.0,False
3404,cxy_486,486,off_diagonal,-0.0,0.0,False
3405,cxz_486,486,off_diagonal,0.0,0.0,False
3439,cxy_491,491,off_diagonal,-0.0,0.0,False
3440,cxz_491,491,off_diagonal,0.0,0.0,False
3442,cyz_491,491,off_diagonal,-0.0,0.0,False
3471,czz_495,495,diagonal,0.0,0.0,False
3475,cxz_496,496,off_diagonal,0.0,0.0,False
3476,cyy_496,496,diagonal,-0.0,0.0,False
3478,czz_496,496,diagonal,0.0,0.0,False
3479,w_497,497,weight,-0.0,0.0,False
3481,cxy_497,497,off_diagonal,-0.0,0.0,False
3484,cyz_497,497,off_diagonal,0.0,0.0,False
3485,czz_497,497,diagonal,0.0,0.0,False
3486,w_498,498,weight,0.0,0.0,False
3487,cxx_498,498,diagonal,0.0,0.0,False
3488,cxy_498,498,off_diagonal,-0.0,0.0,False
3490,cyy_498,498,diagonal,0.0,0.0,False
3491,cyz_498,498,off_diagonal,0.0,0.0,False
3492,czz_498,498,diagonal,-0.0,0.0,False
3493,w_499,499,weight,-0.0,0.0,False
3494,cxx_499,499,diagonal,-0.0,0.0,False
3495,cxy_499,499,off_diagonal,0.0,0.0,False
3496,cxz_499,499,off_diagonal,0.0,0.0,False
3497,cyy_499,499,diagonal,-0.0,0.0,False
3498,cyz_499,499,off_diagonal,-0.0,0.0,False
3473,cxx_496,496,diagonal,-0.0,0.0,False
3470,cyz_495,495,off_diagonal,0.0,0.0,False
3443,czz_491,491,diagonal,0.0,0.0,False
3469,cyy_495,495,diagonal,0.0,0.0,False
3444,w_492,492,weight,0.0,0.0,False
3445,cxx_492,492,diagonal,0.0,0.0,False
3447,cxz_492,492,off_diagonal,-0.0,0.0,False
3448,cyy_492,492,diagonal,0.0,0.0,False
3450,czz_492,492,diagonal,-0.0,0.0,False
3452,cxx_493,493,diagonal,0.0,0.0,False
3453,cxy_493,493,off_diagonal,-0.0,0.0,False
3456,cyz_493,493,off_diagonal,0.0,0.0,False
3457,czz_493,493,diagonal,0.0,0.0,False
3459,cxx_494,494,diagonal,-0.0,0.0,False
3460,cxy_494,494,off_diagonal,0.0,0.0,False
3461,cxz_494,494,off_diagonal,-0.0,0.0,False
3462,cyy_494,494,diagonal,-0.0,0.0,False
3463,cyz_494,494,off_diagonal,-0.0,0.0,False
3464,czz_494,494,diagonal,-0.0,0.0,False
3465,w_495,495,weight,-0.0,0.0,False
3466,cxx_495,495,diagonal,-0.0,0.0,False
3467,cxy_495,495,off_diagonal,-0.0,0.0,False
3468,cxz_495,495,off_diagonal,0.0,0.0,False
3384,cxz_483,483,off_diagonal,0.0,0.0,False
3380,czz_482,482,diagonal,-0.0,0.0,False
3260,cyz_465,465,off_diagonal,-0.0,0.0,False
3301,cyy_471,471,diagonal,0.0,0.0,False
3290,w_470,470,weight,-0.0,0.0,False
3292,cxy_470,470,off_diagonal,0.0,0.0,False
3293,cxz_470,470,off_diagonal,-0.0,0.0,False
3295,cyz_470,470,off_diagonal,-0.0,0.0,False
3296,czz_470,470,diagonal,0.0,0.0,False
3297,w_471,471,weight,0.0,0.0,False
3298,cxx_471,471,diagonal,0.0,0.0,False
3299,cxy_471,471,off_diagonal,-0.0,0.0,False
3300,cxz_471,471,off_diagonal,-0.0,0.0,False
3302,cyz_471,471,off_diagonal,-0.0,0.0,False
3379,cyz_482,482,off_diagonal,-0.0,0.0,False
3303,czz_471,471,diagonal,0.0,0.0,False
3304,w_472,472,weight,-0.0,0.0,False
3305,cxx_472,472,diagonal,-0.0,0.0,False
3306,cxy_472,472,off_diagonal,-0.0,0.0,False
3307,cxz_472,472,off_diagonal,0.0,0.0,False
3308,cyy_472,472,diagonal,-0.0,0.0,False
3311,w_473,473,weight,0.0,0.0,False
3312,cxx_473,473,diagonal,-0.0,0.0,False
3313,cxy_473,473,off_diagonal,-0.0,0.0,False
3288,cyz_469,469,off_diagonal,-0.0,0.0,False
3286,cxz_469,469,off_diagonal,0.0,0.0,False
3285,cxy_469,469,off_diagonal,-0.0,0.0,False
3284,cxx_469,469,diagonal,-0.0,0.0,False
3261,czz_465,465,diagonal,-0.0,0.0,False
3262,w_466,466,weight,-0.0,0.0,False
3263,cxx_466,466,diagonal,-0.0,0.0,False
3264,cxy_466,466,off_diagonal,0.0,0.0,False
3265,cxz_466,466,off_diagonal,-0.0,0.0,False
3266,cyy_466,466,diagonal,0.0,0.0,False
3267,cyz_466,466,off_diagonal,-0.0,0.0,False
3268,czz_466,466,diagonal,-0.0,0.0,False
3269,w_467,467,weight,-0.0,0.0,False
3270,cxx_467,467,diagonal,0.0,0.0,False
3272,cxz_467,467,off_diagonal,-0.0,0.0,False
3273,cyy_467,467,diagonal,0.0,0.0,False
3274,cyz_467,467,off_diagonal,0.0,0.0,False
3276,w_468,468,weight,0.0,0.0,False
3278,cxy_468,468,off_diagonal,-0.0,0.0,False
3279,cxz_468,468,off_diagonal,-0.0,0.0,False
3280,cyy_468,468,diagonal,0.0,0.0,False
3282,czz_468,468,diagonal,-0.0,0.0,False
3283,w_469,469,weight,-0.0,0.0,False
3315,cyy_473,473,diagonal,0.0,0.0,False
3316,cyz_473,473,off_diagonal,-0.0,0.0,False
3317,czz_473,473,diagonal,-0.0,0.0,False
3348,cxy_478,478,off_diagonal,-0.0,0.0,False
3354,cxx_479,479,diagonal,-0.0,0.0,False
3355,cxy_479,479,off_diagonal,-0.0,0.0,False
3357,cyy_479,479,diagonal,0.0,0.0,False
3358,cyz_479,479,off_diagonal,-0.0,0.0,False
3359,czz_479,479,diagonal,0.0,0.0,False
3360,w_480,480,weight,-0.0,0.0,False
3361,cxx_480,480,diagonal,0.0,0.0,False
3362,cxy_480,480,off_diagonal,-0.0,0.0,False
3363,cxz_480,480,off_diagonal,0.0,0.0,False
3364,cyy_480,480,diagonal,0.0,0.0,False
3365,cyz_480,480,off_diagonal,0.0,0.0,False
3368,cxx_481,481,diagonal,-0.0,0.0,False
3370,cxz_481,481,off_diagonal,0.0,0.0,False
3371,cyy_481,481,diagonal,0.0,0.0,False
3373,czz_481,481,diagonal,0.0,0.0,False
3374,w_482,482,weight,-0.0,0.0,False
3375,cxx_482,482,diagonal,0.0,0.0,False
3376,cxy_482,482,off_diagonal,0.0,0.0,False
3378,cyy_482,482,diagonal,-0.0,0.0,False
3350,cyy_478,478,diagonal,-0.0,0.0,False
3346,w_478,478,weight,-0.0,0.0,False
3318,w_474,474,weight,-0.0,0.0,False
3345,czz_477,477,diagonal,-0.0,0.0,False
3320,cxy_474,474,off_diagonal,0.0,0.0,False
3321,cxz_474,474,off_diagonal,-0.0,0.0,False
3322,cyy_474,474,diagonal,0.0,0.0,False
3323,cyz_474,474,off_diagonal,0.0,0.0,False
3324,czz_474,474,diagonal,-0.0,0.0,False
3325,w_475,475,weight,0.0,0.0,False
3326,cxx_475,475,diagonal,-0.0,0.0,False
3327,cxy_475,475,off_diagonal,-0.0,0.0,False
3328,cxz_475,475,off_diagonal,0.0,0.0,False
3330,cyz_475,475,off_diagonal,-0.0,0.0,False
3331,czz_475,475,diagonal,0.0,0.0,False
3332,w_476,476,weight,-0.0,0.0,False
3335,cxz_476,476,off_diagonal,0.0,0.0,False
3336,cyy_476,476,diagonal,0.0,0.0,False
3337,cyz_476,476,off_diagonal,-0.0,0.0,False
3338,czz_476,476,diagonal,-0.0,0.0,False
3342,cxz_477,477,off_diagonal,0.0,0.0,False
3343,cyy_477,477,diagonal,0.0,0.0,False
3344,cyz_477,477,off_diagonal,-0.0,0.0,False
3029,cyz_432,432,off_diagonal,0.0,0.0,False
3025,cxx_432,432,diagonal,0.0,0.0,False
2556,cxx_365,365,diagonal,0.0,0.0,False
2717,cxx_388,388,diagonal,0.0,0.0,False
2706,cyy_386,386,diagonal,-0.0,0.0,False
2708,czz_386,386,diagonal,0.0,0.0,False
2709,w_387,387,weight,-0.0,0.0,False
2711,cxy_387,387,off_diagonal,-0.0,0.0,False
2712,cxz_387,387,off_diagonal,-0.0,0.0,False
2713,cyy_387,387,diagonal,-0.0,0.0,False
2714,cyz_387,387,off_diagonal,0.0,0.0,False
2715,czz_387,387,diagonal,0.0,0.0,False
2716,w_388,388,weight,-0.0,0.0,False
2718,cxy_388,388,off_diagonal,-0.0,0.0,False
2733,cxz_390,390,off_diagonal,0.0,0.0,False
2719,cxz_388,388,off_diagonal,0.0,0.0,False
2720,cyy_388,388,diagonal,-0.0,0.0,False
2721,cyz_388,388,off_diagonal,0.0,0.0,False
2723,w_389,389,weight,-0.0,0.0,False
2725,cxy_389,389,off_diagonal,-0.0,0.0,False
2726,cxz_389,389,off_diagonal,-0.0,0.0,False
2727,cyy_389,389,diagonal,0.0,0.0,False
2728,cyz_389,389,off_diagonal,-0.0,0.0,False
2729,czz_389,389,diagonal,0.0,0.0,False
2705,cxz_386,386,off_diagonal,-0.0,0.0,False
